SK_ID_CURR,top_1_risk_driver,top_2_risk_driver,top_3_risk_driver,top_1_support_driver,top_2_support_driver,top_3_support_driver
253111,OBS_60_CNT_SOCIAL_CIRCLE,NAME_EDUCATION_TYPE_Secondary_secondary_special,OWN_CAR_AGE,External Risk Score 2,External Risk Score 3,Age Proxy (Days Birth)
253127,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,OWN_CAR_AGE
253556,Temporal Behavioral Pattern,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,OWN_CAR_AGE
253585,External Risk Score 1,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
253611,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Employment Length,External Risk Score 1,External Risk Score 2,Days Since Last Phone Change
253627,Days Since ID Update,Temporal Behavioral Pattern,CODE_GENDER_M,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern
253637,External Risk Score 1,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 3,OWN_CAR_AGE,Temporal Behavioral Pattern
253682,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,AMT_REQ_CREDIT_BUREAU_YEAR,External Risk Score 2,External Risk Score 3,OWN_CAR_AGE
253725,External Risk Score 3,External Risk Score 2,Days Since Last Phone Change,Days Since ID Update,Temporal Behavioral Pattern,WEEKDAY_APPR_PROCESS_START_SUNDAY
253727,External Risk Score 2,Days Since Last Phone Change,External Risk Score 1,External Risk Score 3,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special
253733,External Risk Score 2,Temporal Behavioral Pattern,Employment Length,Temporal Behavioral Pattern,Days Since Last Phone Change,Days Since ID Update
253768,Days Since Last Phone Change,Annuity Amount,CODE_GENDER_M,Days Since Registration,Age Proxy (Days Birth),External Risk Score 2
253817,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,Age Proxy (Days Birth),External Risk Score 2,OWN_CAR_AGE,Temporal Behavioral Pattern
253935,Days Since Last Phone Change,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,External Risk Score 2,Employment Length
253962,External Risk Score 3,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 2,Days Since Last Phone Change,YEARS_BUILD_MODE
253982,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 3,Age Proxy (Days Birth)
254024,External Risk Score 3,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change
254079,External Risk Score 2,OCCUPATION_TYPE_Drivers,Temporal Behavioral Pattern,External Risk Score 1,Days Since Last Phone Change,Annuity Amount
254190,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,Days Since Last Phone Change,External Risk Score 2
254241,External Risk Score 2,External Risk Score 1,Age Proxy (Days Birth),External Risk Score 3,Days Since ID Update,Days Since Last Phone Change
254287,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,OBS_60_CNT_SOCIAL_CIRCLE,External Risk Score 2,Employment Length,External Risk Score 3
254337,External Risk Score 1,Temporal Behavioral Pattern,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,OWN_CAR_AGE,Temporal Behavioral Pattern
254456,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Annuity Amount
254548,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 1,Credit Amount
254552,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Days Since ID Update
254841,External Risk Score 1,Temporal Behavioral Pattern,Days Since ID Update,YEARS_BEGINEXPLUATATION_MODE,NAME_EDUCATION_TYPE_Secondary_secondary_special,YEARS_BEGINEXPLUATATION_MEDI
254866,Days Since ID Update,Days Since Last Phone Change,Annuity Amount,External Risk Score 1,External Risk Score 2,External Risk Score 3
254874,Days Since ID Update,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special
254905,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change,Employment Length,Temporal Behavioral Pattern,Temporal Behavioral Pattern
254995,External Risk Score 2,Days Since Last Phone Change,Employment Length,External Risk Score 1,Annuity Amount,Goods Price
255008,External Risk Score 3,External Risk Score 2,DEF_30_CNT_SOCIAL_CIRCLE,Annuity Amount,Credit Amount,Goods Price
255092,External Risk Score 2,Temporal Behavioral Pattern,NAME_FAMILY_STATUS_Separated,Credit Amount,External Risk Score 3,Region Population Relative
255153,NAME_FAMILY_STATUS_Separated,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 3,YEARS_BEGINEXPLUATATION_MODE,COMMONAREA_MEDI
255294,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 1,Days Since Registration,Age Proxy (Days Birth)
255482,Days Since Last Phone Change,Days Since ID Update,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2
255529,Days Since ID Update,External Risk Score 1,Goods Price,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,External Risk Score 3
255672,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,Region Population Relative,External Risk Score 3,External Risk Score 1,External Risk Score 2
255771,External Risk Score 3,External Risk Score 2,OBS_60_CNT_SOCIAL_CIRCLE,External Risk Score 1,Temporal Behavioral Pattern,OWN_CAR_AGE
255826,External Risk Score 2,COMMONAREA_AVG,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Temporal Behavioral Pattern,Days Since Last Phone Change
255917,Days Since Last Phone Change,DEF_30_CNT_SOCIAL_CIRCLE,CODE_GENDER_M,External Risk Score 3,Temporal Behavioral Pattern,External Risk Score 2
256007,External Risk Score 3,Temporal Behavioral Pattern,AMT_REQ_CREDIT_BUREAU_YEAR,External Risk Score 2,Annuity Amount,Credit Amount
256160,OBS_60_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,OBS_30_CNT_SOCIAL_CIRCLE,External Risk Score 1,External Risk Score 3,OWN_CAR_AGE
256175,External Risk Score 2,External Risk Score 3,Days Since ID Update,External Risk Score 1,Temporal Behavioral Pattern,Credit Amount
256190,NAME_FAMILY_STATUS_Separated,Days Since Last Phone Change,Employment Length,External Risk Score 2,External Risk Score 3,External Risk Score 1
256236,Days Since Last Phone Change,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Employment Length,OWN_CAR_AGE
256310,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,Days Since ID Update,Days Since Last Phone Change
256575,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 3,Days Since Last Phone Change
256721,External Risk Score 3,Temporal Behavioral Pattern,DEF_30_CNT_SOCIAL_CIRCLE,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern
257034,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Age Proxy (Days Birth)
257108,External Risk Score 1,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Days Since Registration
257133,External Risk Score 2,LIVINGAREA_MEDI,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,Days Since Last Phone Change,Temporal Behavioral Pattern
257199,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,Age Proxy (Days Birth),Days Since Last Phone Change,Annuity Amount
257238,Temporal Behavioral Pattern,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 1,Temporal Behavioral Pattern
257580,External Risk Score 2,Days Since Last Phone Change,Annuity Amount,External Risk Score 1,External Risk Score 3,Age Proxy (Days Birth)
257597,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern,Days Since ID Update,Annuity Amount,Temporal Behavioral Pattern
257667,Days Since Last Phone Change,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Age Proxy (Days Birth)
257952,Temporal Behavioral Pattern,Goods Price,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,External Risk Score 3,External Risk Score 2
257978,External Risk Score 1,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,Days Since Last Phone Change,External Risk Score 2
258059,Temporal Behavioral Pattern,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,External Risk Score 2,Employment Length
258403,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2
258422,NAME_FAMILY_STATUS_Separated,Temporal Behavioral Pattern,Employment Length,External Risk Score 2,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special
258500,External Risk Score 2,Days Since Last Phone Change,Employment Length,External Risk Score 3,Annuity Amount,Goods Price
258656,Temporal Behavioral Pattern,Days Since Last Phone Change,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,External Risk Score 3
258658,External Risk Score 2,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 3,Days Since ID Update,Region Population Relative
258680,Annuity Amount,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_WORK_CITY,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
258712,External Risk Score 3,Temporal Behavioral Pattern,REG_CITY_NOT_WORK_CITY,External Risk Score 2,Temporal Behavioral Pattern,Annuity Amount
258722,External Risk Score 2,Days Since Last Phone Change,OBS_60_CNT_SOCIAL_CIRCLE,Age Proxy (Days Birth),Annuity Amount,External Risk Score 3
258939,Days Since Last Phone Change,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,External Risk Score 3,External Risk Score 2,External Risk Score 1
259073,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Credit Amount
259138,Days Since ID Update,NAME_FAMILY_STATUS_Separated,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change
259174,Temporal Behavioral Pattern,Annuity Amount,Employment Length,Days Since Last Phone Change,External Risk Score 1,Age Proxy (Days Birth)
259334,Days Since ID Update,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern
259340,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,Temporal Behavioral Pattern,Temporal Behavioral Pattern
259345,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Age Proxy (Days Birth),Days Since Registration,External Risk Score 2
259406,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Days Since ID Update,External Risk Score 3
259464,Days Since ID Update,External Risk Score 1,Annuity Amount,External Risk Score 2,External Risk Score 3,Goods Price
259550,Annuity Amount,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since ID Update,Days Since Last Phone Change,Days Since Registration
259650,Days Since ID Update,NAME_FAMILY_STATUS_Separated,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2
259738,Days Since ID Update,OBS_60_CNT_SOCIAL_CIRCLE,AMT_REQ_CREDIT_BUREAU_YEAR,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
259943,Temporal Behavioral Pattern,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 2,Credit Amount,External Risk Score 3
259992,OBS_60_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,Annuity Amount,External Risk Score 2,External Risk Score 3,Age Proxy (Days Birth)
260010,Temporal Behavioral Pattern,NAME_FAMILY_STATUS_Separated,Days Since ID Update,Days Since Last Phone Change,External Risk Score 1,Days Since Registration
260068,External Risk Score 2,OBS_60_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 3
260136,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,Annuity Amount,OCCUPATION_TYPE_Medicine_staff,Goods Price
260157,Temporal Behavioral Pattern,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Days Since ID Update,External Risk Score 3
260415,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,OWN_CAR_AGE
260619,External Risk Score 3,External Risk Score 2,NAME_FAMILY_STATUS_Separated,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Temporal Behavioral Pattern
260705,Days Since ID Update,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Employment Length,External Risk Score 2,NONLIVINGAREA_MODE
260739,External Risk Score 2,OCCUPATION_TYPE_Drivers,DEF_30_CNT_SOCIAL_CIRCLE,External Risk Score 3,WEEKDAY_APPR_PROCESS_START_SUNDAY,Days Since ID Update
260845,Days Since ID Update,External Risk Score 1,Annuity Amount,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
261415,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,Days Since Registration,Age Proxy (Days Birth)
261548,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern,External Risk Score 3
261617,Days Since ID Update,OBS_60_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
261681,External Risk Score 2,External Risk Score 1,Days Since Last Phone Change,External Risk Score 3,Annuity Amount,Credit Amount
261747,OBS_60_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
261753,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Days Since ID Update
261756,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Employment Length,External Risk Score 3,Annuity Amount,Days Since Last Phone Change
261796,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 2,External Risk Score 3
262012,Temporal Behavioral Pattern,Age Proxy (Days Birth),NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Annuity Amount
262013,External Risk Score 2,Region Population Relative,Annuity Amount,External Risk Score 3,Days Since Last Phone Change,Temporal Behavioral Pattern
262094,External Risk Score 2,Days Since ID Update,External Risk Score 1,Temporal Behavioral Pattern,Region Population Relative,Temporal Behavioral Pattern
262120,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Employment Length,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Credit Amount
262264,External Risk Score 2,Days Since Last Phone Change,Employment Length,External Risk Score 1,OCCUPATION_TYPE_High_skill_tech_staff,Region Population Relative
262439,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,OWN_CAR_AGE
262487,Days Since Last Phone Change,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Annuity Amount,External Risk Score 2
262627,Days Since ID Update,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,NONLIVINGAREA_MODE,External Risk Score 3
262984,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern,Days Since Last Phone Change,Age Proxy (Days Birth),Annuity Amount
263006,Days Since ID Update,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,OWN_CAR_AGE,Temporal Behavioral Pattern
263086,Days Since ID Update,OBS_60_CNT_SOCIAL_CIRCLE,LIVE_CITY_NOT_WORK_CITY,External Risk Score 2,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
263390,Temporal Behavioral Pattern,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 3,Temporal Behavioral Pattern,Days Since Last Phone Change
263405,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change,Days Since Registration,External Risk Score 3,Employment Length
263438,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,Employment Length,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3
263568,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,Temporal Behavioral Pattern
263590,Days Since Last Phone Change,OBS_60_CNT_SOCIAL_CIRCLE,AMT_REQ_CREDIT_BUREAU_YEAR,External Risk Score 1,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special
263661,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,Days Since Last Phone Change,Employment Length,External Risk Score 2
263707,Temporal Behavioral Pattern,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern,External Risk Score 3
263714,Temporal Behavioral Pattern,Age Proxy (Days Birth),NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Days Since Last Phone Change,External Risk Score 2
263718,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change
263877,External Risk Score 3,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 2,Total Income,YEARS_BUILD_MODE
264109,Temporal Behavioral Pattern,WEEKDAY_APPR_PROCESS_START_MONDAY,OWN_CAR_AGE,External Risk Score 2,External Risk Score 3,External Risk Score 1
264224,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,OWN_CAR_AGE,External Risk Score 2,Temporal Behavioral Pattern
264471,Temporal Behavioral Pattern,DEF_30_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
264529,External Risk Score 3,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 2,Credit Amount,Goods Price
264663,Temporal Behavioral Pattern,Days Since Last Phone Change,Annuity Amount,External Risk Score 2,OWN_CAR_AGE,Temporal Behavioral Pattern
264792,External Risk Score 2,Days Since Last Phone Change,External Risk Score 1,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern
264858,External Risk Score 2,External Risk Score 1,NAME_FAMILY_STATUS_Separated,Days Since Last Phone Change,Days Since ID Update,External Risk Score 3
264949,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern
265052,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,LIVINGAREA_MEDI,External Risk Score 3,Days Since Last Phone Change,Temporal Behavioral Pattern
265088,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Employment Length
265108,External Risk Score 2,Days Since Last Phone Change,Employment Length,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern
265198,External Risk Score 1,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 3,Temporal Behavioral Pattern,Days Since ID Update
265395,External Risk Score 2,Days Since ID Update,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Days Since Last Phone Change
265418,Days Since ID Update,DEF_30_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3
265443,External Risk Score 1,Days Since ID Update,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,External Risk Score 2
265492,Days Since Last Phone Change,Employment Length,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,Temporal Behavioral Pattern
265535,NAME_EDUCATION_TYPE_Secondary_secondary_special,Age Proxy (Days Birth),Goods Price,External Risk Score 2,External Risk Score 3,Days Since ID Update
265640,External Risk Score 1,Days Since Last Phone Change,Annuity Amount,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern
265681,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since ID Update
265844,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since ID Update,External Risk Score 2,External Risk Score 1,Days Since Last Phone Change
265850,Days Since Last Phone Change,AMT_REQ_CREDIT_BUREAU_YEAR,Temporal Behavioral Pattern,Days Since Registration,External Risk Score 2,Annuity Amount
266095,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special
266103,External Risk Score 3,Annuity Amount,REG_CITY_NOT_WORK_CITY,External Risk Score 2,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special
266160,NAME_EDUCATION_TYPE_Secondary_secondary_special,Goods Price,Temporal Behavioral Pattern,External Risk Score 2,Age Proxy (Days Birth),Temporal Behavioral Pattern
266322,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount
266566,Temporal Behavioral Pattern,Annuity Amount,CODE_GENDER_M,External Risk Score 3,Days Since Last Phone Change,External Risk Score 2
266567,Temporal Behavioral Pattern,Days Since ID Update,Days Since Last Phone Change,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
266817,Days Since ID Update,Temporal Behavioral Pattern,CODE_GENDER_M,OWN_CAR_AGE,External Risk Score 2,External Risk Score 1
266835,Days Since ID Update,Temporal Behavioral Pattern,Employment Length,External Risk Score 3,Days Since Last Phone Change,Temporal Behavioral Pattern
266975,Days Since ID Update,Days Since Last Phone Change,Employment Length,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
267593,Days Since Last Phone Change,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 3,Age Proxy (Days Birth),Temporal Behavioral Pattern
267708,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,Days Since Last Phone Change,Days Since ID Update
267905,Days Since Last Phone Change,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
267920,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 3,OWN_CAR_AGE,External Risk Score 2
268025,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,Region Population Relative,External Risk Score 3,External Risk Score 1,Temporal Behavioral Pattern
268118,Temporal Behavioral Pattern,Age Proxy (Days Birth),NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Days Since ID Update
268127,CODE_GENDER_M,Age Proxy (Days Birth),Employment Length,External Risk Score 3,Days Since Last Phone Change,External Risk Score 2
268561,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern,Annuity Amount,Credit Amount,Age Proxy (Days Birth)
268592,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Days Since Registration,External Risk Score 3
268593,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Days Since ID Update
268738,External Risk Score 2,External Risk Score 3,External Risk Score 1,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount
268978,External Risk Score 2,Annuity Amount,Temporal Behavioral Pattern,Days Since ID Update,COMMONAREA_MEDI,NONLIVINGAREA_MODE
269055,External Risk Score 3,Goods Price,External Risk Score 1,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2
269069,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Goods Price,External Risk Score 3,YEARS_BUILD_MODE,Temporal Behavioral Pattern
269073,Days Since ID Update,Days Since Last Phone Change,Employment Length,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern
269187,External Risk Score 3,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,YEARS_BUILD_MODE,Age Proxy (Days Birth)
269212,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Days Since Last Phone Change
269342,External Risk Score 3,External Risk Score 2,Days Since Last Phone Change,Annuity Amount,Age Proxy (Days Birth),Days Since ID Update
269361,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 2,Employment Length,Days Since ID Update
269465,External Risk Score 3,External Risk Score 2,Days Since ID Update,OWN_CAR_AGE,Age Proxy (Days Birth),CODE_GENDER_M
269563,Days Since Last Phone Change,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Age Proxy (Days Birth),External Risk Score 2
269679,External Risk Score 2,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Annuity Amount,Employment Length
269698,Temporal Behavioral Pattern,DEF_30_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,Days Since ID Update,Temporal Behavioral Pattern,Temporal Behavioral Pattern
269773,External Risk Score 2,Days Since ID Update,Annuity Amount,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Region Population Relative
269823,DEF_30_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,Employment Length,External Risk Score 3,External Risk Score 1,Days Since ID Update
269875,Days Since ID Update,Days Since Last Phone Change,DEF_30_CNT_SOCIAL_CIRCLE,External Risk Score 3,External Risk Score 2,Credit Amount
270031,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 2,Employment Length
270225,External Risk Score 3,External Risk Score 2,External Risk Score 1,Goods Price,Total Income,Days Since Last Phone Change
270353,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Age Proxy (Days Birth),Days Since ID Update,Temporal Behavioral Pattern
270444,Days Since Last Phone Change,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Age Proxy (Days Birth),External Risk Score 3
270506,External Risk Score 2,Temporal Behavioral Pattern,External Risk Score 1,Temporal Behavioral Pattern,Age Proxy (Days Birth),Temporal Behavioral Pattern
270512,Days Since ID Update,DEF_30_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,Temporal Behavioral Pattern,OWN_CAR_AGE,Temporal Behavioral Pattern
270565,DEF_30_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Days Since ID Update
270592,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Days Since ID Update,Region Population Relative
